left,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,Department,salary
0,0.78,0.57,5,114,4,0,0,sales,LOW
0,0.61,0.81,4,217,5,0,0,sales,MEDIUM
0,0.93,0.51,3,196,2,0,1,RandD,MEDIUM
0,0.72,0.51,3,160,3,0,0,sales,MEDIUM
0,0.51,0.8,5,268,3,0,0,RandD,MEDIUM
0,0.79,0.83,3,126,10,1,0,support,LOW
0,1,0.6,4,261,3,0,0,technical,LOW
0,0.52,0.83,5,145,3,0,0,sales,MEDIUM
0,0.58,0.49,3,167,3,0,0,IT,MEDIUM
0,0.2,0.72,5,202,2,1,0,technical,LOW
0,0.8,0.54,4,258,3,0,0,support,LOW
0,0.61,0.91,4,147,3,0,0,technical,MEDIUM
0,0.57,0.81,3,144,3,0,0,sales,LOW
0,0.48,0.48,2,245,5,0,0,product_mng,MEDIUM
0,0.54,0.96,3,147,2,0,0,support,MEDIUM
0,0.58,0.61,4,200,3,0,0,technical,LOW
0,0.78,0.71,3,210,3,0,0,management,MEDIUM
0,0.7,0.54,3,194,2,1,0,IT,LOW
0,0.58,0.83,4,163,3,1,0,product_mng,LOW
0,0.15,0.85,3,199,2,0,0,sales,MEDIUM
0,0.88,0.99,3,190,5,0,0,technical,HIGH
0,0.78,0.92,5,242,4,0,0,RandD,MEDIUM
0,0.61,0.5,3,231,3,0,0,IT,HIGH
0,0.61,0.81,4,183,3,0,0,sales,MEDIUM
0,0.83,0.98,3,229,6,0,0,support,MEDIUM
0,0.84,0.72,6,256,5,0,0,sales,LOW
0,0.61,0.94,4,189,3,0,1,sales,MEDIUM
0,0.7,0.6,4,158,3,0,0,product_mng,LOW
0,0.31,0.92,5,197,5,0,0,IT,LOW
0,0.9,0.62,5,236,6,0,0,technical,MEDIUM
0,0.63,0.5,4,172,2,0,0,technical,LOW
0,0.61,0.97,3,199,3,1,0,accounting,HIGH
0,0.53,0.73,3,163,3,1,0,IT,LOW
0,0.93,0.98,4,189,3,0,0,RandD,MEDIUM
0,0.61,0.59,3,197,5,0,0,IT,LOW
0,0.81,0.99,5,202,4,0,0,hr,LOW
0,0.42,0.72,3,160,4,1,0,sales,LOW
0,0.31,0.53,2,146,3,1,0,support,LOW
0,0.59,0.57,3,147,4,0,0,technical,LOW
0,0.97,0.61,3,208,3,0,0,technical,MEDIUM
0,0.37,0.69,2,146,3,0,0,support,MEDIUM
0,0.92,0.54,5,141,2,0,0,RandD,LOW
0,0.72,0.67,3,243,3,0,0,sales,LOW
0,0.69,0.89,2,202,2,0,0,IT,MEDIUM
0,0.95,0.9,3,186,2,0,0,marketing,LOW
0,0.61,0.57,4,183,3,0,0,sales,LOW
0,0.85,0.83,3,226,2,0,0,RandD,MEDIUM
0,0.94,0.78,3,218,2,1,0,sales,MEDIUM
0,0.89,0.71,4,190,3,0,0,RandD,LOW
0,0.9,0.53,3,167,3,0,0,hr,LOW
0,0.98,0.68,4,154,3,0,0,sales,LOW
0,0.82,0.55,3,207,2,0,0,marketing,HIGH
0,0.51,0.5,3,147,4,0,0,sales,MEDIUM
0,0.99,0.98,4,169,3,1,0,technical,LOW
0,0.78,0.8,4,194,2,1,0,technical,MEDIUM
0,0.64,0.42,5,283,5,0,0,marketing,LOW
0,0.6,0.45,3,104,4,0,0,IT,LOW
0,0.43,0.66,4,135,2,0,0,IT,HIGH
0,0.72,0.84,2,173,2,1,0,management,HIGH
0,0.79,0.57,4,202,3,0,0,technical,LOW
0,0.92,0.84,4,159,3,0,0,technical,LOW
0,0.85,0.87,6,232,5,0,0,management,HIGH
0,0.49,0.58,5,246,3,1,0,sales,MEDIUM
0,0.71,0.9,3,138,3,0,0,marketing,MEDIUM
0,0.69,0.91,5,205,2,0,0,IT,LOW
0,0.76,0.81,4,242,2,0,0,IT,LOW
0,0.56,0.88,4,248,2,0,0,sales,MEDIUM
0,0.72,0.59,4,245,2,0,0,management,LOW
0,0.51,0.84,4,214,2,0,0,technical,LOW
0,0.83,0.87,3,156,3,0,0,support,MEDIUM
0,0.4,0.79,5,181,5,0,0,IT,MEDIUM
0,0.3,0.71,2,159,4,0,0,sales,MEDIUM
0,0.92,0.78,3,194,3,0,0,technical,MEDIUM
0,0.59,0.65,3,226,3,0,0,support,MEDIUM
0,0.49,0.57,3,192,3,0,0,technical,MEDIUM
0,0.97,0.6,6,168,5,1,0,sales,HIGH
0,0.66,0.62,3,144,3,0,0,management,LOW
0,0.69,0.58,4,149,3,0,1,marketing,MEDIUM
0,0.53,0.45,5,140,5,0,0,technical,LOW
0,0.74,0.54,3,243,3,0,0,IT,MEDIUM
0,0.61,0.57,4,116,3,0,0,sales,MEDIUM
0,0.61,0.53,4,155,3,0,0,marketing,HIGH
0,0.65,0.9,3,200,3,0,0,technical,HIGH
0,0.16,0.66,6,229,6,0,0,marketing,LOW
0,0.54,0.61,2,264,3,0,0,sales,MEDIUM
0,0.68,0.81,5,266,2,0,0,accounting,MEDIUM
0,0.35,0.41,3,157,2,0,0,support,LOW
0,0.55,0.92,3,151,3,0,0,RandD,MEDIUM
0,0.62,0.54,4,212,4,0,0,support,MEDIUM
0,0.89,0.91,3,233,2,0,0,IT,MEDIUM
0,0.77,0.82,3,147,4,0,0,sales,HIGH
0,0.64,0.87,3,239,4,0,0,product_mng,LOW
0,0.62,0.77,3,204,4,0,0,sales,HIGH
0,0.61,0.55,4,234,4,0,0,RandD,MEDIUM
0,0.84,0.54,4,179,2,0,0,technical,LOW
0,0.71,1,5,210,3,0,0,sales,MEDIUM
0,0.61,0.71,3,205,8,1,0,management,MEDIUM
0,0.62,0.95,4,202,3,0,0,RandD,MEDIUM
0,0.81,0.9,4,270,10,0,0,accounting,MEDIUM
0,0.51,0.62,4,185,3,0,0,management,LOW
0,0.79,0.77,3,201,6,1,0,support,MEDIUM
0,0.63,0.98,4,187,3,0,0,management,HIGH
0,0.42,0.5,5,286,4,0,0,sales,HIGH
0,0.66,0.48,3,203,4,1,0,management,LOW
0,0.4,0.59,3,207,6,0,0,sales,HIGH
0,0.5,0.62,4,166,3,1,0,support,LOW
0,0.81,0.85,3,263,3,1,0,IT,LOW
0,0.61,0.83,3,233,3,0,0,sales,MEDIUM
0,0.64,0.81,2,226,2,0,0,IT,MEDIUM
0,0.74,0.74,5,160,3,1,0,sales,HIGH
0,0.74,0.78,4,194,8,0,0,sales,MEDIUM
0,0.66,0.87,4,139,3,0,0,technical,MEDIUM
0,0.26,0.73,4,202,6,0,0,technical,LOW
0,0.65,0.57,3,202,4,1,0,sales,HIGH
0,0.15,0.87,4,194,4,0,0,sales,LOW
0,0.99,0.87,5,211,2,0,0,support,MEDIUM
0,0.55,0.99,4,238,3,0,0,sales,LOW
0,0.51,0.71,2,180,3,0,0,product_mng,LOW
0,0.61,0.6,4,119,5,0,0,support,MEDIUM
0,0.44,0.68,2,120,2,0,0,marketing,MEDIUM
0,0.7,0.84,2,114,4,0,0,IT,LOW
0,0.95,0.81,4,272,3,0,0,sales,MEDIUM
0,0.99,0.8,5,254,5,0,0,sales,MEDIUM
0,0.61,0.93,6,192,4,0,0,technical,LOW
0,0.62,0.63,2,202,2,0,0,sales,MEDIUM
0,0.61,0.77,5,232,7,0,0,sales,MEDIUM
0,0.61,0.96,4,196,3,0,0,sales,LOW
0,0.95,0.72,4,235,2,0,0,support,LOW
0,0.52,0.55,4,243,2,0,0,RandD,MEDIUM
0,0.94,0.8,4,238,3,1,0,management,MEDIUM
0,0.61,0.98,3,174,3,0,0,hr,LOW
0,0.67,0.92,4,156,2,0,0,support,MEDIUM
0,0.61,0.57,4,116,3,0,0,sales,MEDIUM
0,0.68,0.75,6,274,5,0,0,sales,LOW
0,0.76,0.78,3,162,3,0,0,technical,MEDIUM
0,0.49,0.55,2,173,3,0,0,technical,MEDIUM
0,0.98,0.69,2,204,4,0,0,marketing,LOW
0,0.75,0.63,4,209,3,0,1,sales,MEDIUM
0,0.85,0.79,3,243,2,0,1,technical,MEDIUM
0,0.65,0.4,5,125,4,0,0,sales,LOW
0,0.8,0.6,5,234,2,0,0,IT,LOW
0,0.81,0.84,4,173,4,0,0,sales,MEDIUM
0,0.77,0.8,3,147,3,0,0,IT,LOW
0,0.94,0.66,3,236,2,0,0,hr,HIGH
0,0.54,0.76,3,183,3,0,0,sales,LOW
0,0.2,0.9,5,228,6,0,0,sales,MEDIUM
0,0.76,0.88,5,265,4,0,0,support,LOW
0,0.56,0.48,5,192,2,1,0,technical,MEDIUM
0,0.48,0.72,5,140,2,0,0,IT,LOW
0,0.64,0.61,5,249,3,1,0,support,MEDIUM
0,0.89,0.59,4,230,3,0,0,hr,MEDIUM
0,0.61,0.91,3,202,5,0,0,technical,LOW
0,0.89,0.73,3,274,2,0,0,sales,MEDIUM
0,0.8,0.98,3,189,6,0,0,IT,LOW
0,0.8,0.8,3,175,2,0,0,RandD,MEDIUM
0,0.58,0.84,4,206,7,0,1,management,HIGH
0,0.5,0.64,2,170,8,0,0,sales,LOW
0,0.7,0.68,3,150,3,0,0,support,LOW
0,0.84,0.53,4,206,3,0,0,technical,MEDIUM
0,1,0.73,3,205,2,0,0,technical,MEDIUM
0,0.79,0.61,4,173,2,0,0,product_mng,LOW
0,0.56,0.94,3,154,3,1,0,support,LOW
0,0.62,0.64,3,240,2,0,0,technical,MEDIUM
0,0.72,0.82,4,231,3,0,0,IT,LOW
0,0.57,0.82,4,269,2,0,0,technical,MEDIUM
0,0.61,0.66,4,268,3,0,0,sales,MEDIUM
0,0.98,0.53,6,253,4,0,0,RandD,MEDIUM
0,0.78,0.97,4,221,4,0,0,hr,LOW
0,0.51,0.53,3,237,3,0,0,hr,MEDIUM
0,0.6,0.55,3,177,3,1,0,accounting,LOW
0,0.58,0.87,4,181,3,0,0,IT,MEDIUM
0,0.76,0.52,4,259,2,0,0,sales,LOW
0,0.83,0.78,5,250,2,1,0,sales,LOW
0,0.52,0.84,3,261,8,0,1,accounting,LOW
0,0.7,0.9,3,173,2,0,0,technical,MEDIUM
0,0.61,0.54,3,202,2,0,0,sales,MEDIUM
0,0.62,0.7,5,270,3,0,0,technical,HIGH
0,0.82,0.63,4,199,2,0,0,marketing,LOW
0,0.84,0.66,3,114,6,1,0,management,LOW
0,0.79,0.65,5,215,2,1,0,sales,MEDIUM
0,0.49,0.37,5,246,3,0,0,support,MEDIUM
0,0.15,0.76,4,255,6,0,0,accounting,LOW
0,0.57,0.67,3,138,6,1,0,IT,MEDIUM
0,0.89,0.99,4,205,2,0,1,sales,MEDIUM
0,0.66,0.62,2,159,3,1,0,technical,MEDIUM
0,0.61,0.91,5,258,6,0,0,support,LOW
0,0.75,0.55,2,188,3,0,0,accounting,HIGH
0,0.6,0.92,4,164,4,0,0,sales,MEDIUM
0,0.14,0.73,5,202,4,1,0,sales,LOW
0,0.76,0.71,3,205,2,0,0,support,MEDIUM
0,0.61,0.71,3,235,3,0,0,IT,MEDIUM
0,0.91,0.66,5,212,3,0,0,support,LOW
0,0.61,0.74,2,143,6,0,0,sales,MEDIUM
0,0.72,0.66,3,167,3,0,0,accounting,MEDIUM
0,0.57,0.59,4,158,3,0,0,marketing,MEDIUM
0,0.57,0.78,3,162,2,0,0,sales,LOW
0,0.97,0.52,4,207,3,0,0,product_mng,LOW
0,0.25,0.65,5,220,3,0,0,sales,LOW
0,0.61,0.7,5,202,3,0,0,product_mng,MEDIUM
0,0.28,0.66,3,184,2,0,0,marketing,LOW
0,0.66,0.75,3,228,2,0,0,technical,LOW
0,0.5,0.8,6,201,5,0,0,technical,MEDIUM
0,0.74,0.52,3,213,3,0,0,support,MEDIUM
0,0.81,0.72,4,153,7,0,0,product_mng,LOW
0,0.71,0.53,4,196,2,1,0,sales,LOW
0,0.51,0.53,3,201,2,0,0,sales,LOW
0,0.5,0.64,3,257,2,1,0,accounting,HIGH
0,0.79,0.71,4,222,3,0,1,hr,HIGH
0,0.61,0.55,5,219,2,0,0,technical,MEDIUM
0,0.58,0.71,4,168,2,0,0,product_mng,MEDIUM
0,0.23,0.59,5,245,5,0,0,hr,LOW
0,0.74,0.61,3,228,2,1,0,IT,LOW
0,0.61,0.82,4,198,7,0,0,sales,MEDIUM
0,0.57,0.72,4,214,2,1,0,sales,LOW
0,0.58,0.82,4,268,3,0,0,sales,MEDIUM
0,0.93,0.51,4,110,3,0,0,product_mng,LOW
0,0.55,0.69,5,193,2,0,0,support,LOW
0,0.97,0.99,3,196,3,0,0,product_mng,LOW
0,0.71,0.57,3,218,3,0,0,product_mng,LOW
0,0.31,0.98,5,232,5,0,0,marketing,LOW
0,0.98,0.75,5,168,4,1,0,RandD,MEDIUM
0,0.52,0.52,4,168,3,0,0,product_mng,MEDIUM
0,0.71,0.69,3,274,3,0,0,support,MEDIUM
0,0.94,0.58,4,159,3,0,0,sales,MEDIUM
0,0.9,0.79,3,222,6,1,0,technical,MEDIUM
0,0.61,0.89,3,250,2,0,0,marketing,MEDIUM
0,0.52,0.89,5,193,4,0,0,RandD,MEDIUM
0,0.61,0.66,3,133,6,0,0,sales,LOW
0,0.77,0.71,5,238,3,0,0,management,HIGH
0,0.73,0.87,3,202,3,0,0,management,LOW
0,0.56,0.99,4,270,2,0,0,product_mng,LOW
0,0.21,0.65,4,276,6,0,0,marketing,HIGH
0,0.85,0.85,4,258,2,0,0,marketing,LOW
0,0.71,0.64,3,267,3,0,0,technical,LOW
0,0.9,0.64,4,209,4,0,0,sales,LOW
0,0.99,0.64,4,218,4,0,0,accounting,LOW
0,0.65,0.82,4,207,2,0,0,support,LOW
0,0.72,0.58,3,198,2,0,0,marketing,LOW
0,0.2,0.48,4,156,4,1,0,sales,MEDIUM
0,0.61,0.42,5,252,5,0,0,sales,LOW
0,0.5,0.9,5,226,2,0,0,management,HIGH
0,0.53,0.8,4,241,3,1,0,technical,LOW
0,0.59,0.41,4,139,3,0,0,accounting,LOW
0,0.69,0.75,5,201,3,0,0,accounting,LOW
0,0.57,0.62,3,154,2,0,0,sales,MEDIUM
0,0.28,0.92,3,151,3,0,0,sales,LOW
0,0.61,0.78,6,202,5,0,0,management,MEDIUM
0,0.69,0.97,4,233,3,0,0,IT,LOW
0,0.54,0.82,4,266,2,0,0,IT,MEDIUM
0,0.65,0.85,4,172,3,0,0,sales,MEDIUM
0,0.59,0.64,5,269,3,0,0,support,MEDIUM
0,0.95,0.9,4,221,10,1,0,management,HIGH
0,0.48,0.6,4,230,3,0,0,product_mng,MEDIUM
0,0.57,0.98,3,214,2,0,0,technical,MEDIUM
0,0.89,0.63,4,270,3,1,0,sales,MEDIUM
0,0.65,0.4,2,141,2,0,0,IT,LOW
0,0.62,0.71,4,268,3,0,0,technical,LOW
0,0.55,0.59,3,231,4,0,0,hr,MEDIUM
0,0.61,0.69,3,214,2,1,0,IT,LOW
0,0.65,0.48,4,144,3,0,0,accounting,LOW
0,0.95,0.64,5,234,3,0,0,RandD,MEDIUM
0,0.83,0.5,5,274,3,0,0,accounting,LOW
0,0.79,0.88,4,188,3,0,0,support,LOW
0,0.57,0.66,4,158,2,0,0,sales,LOW
0,0.67,0.67,4,141,2,1,0,sales,LOW
0,0.77,0.43,4,265,6,0,0,support,HIGH
0,0.61,0.57,4,231,4,0,0,technical,MEDIUM
0,0.56,0.55,3,245,2,0,0,IT,MEDIUM
0,0.99,0.77,3,190,4,0,0,hr,MEDIUM
0,0.94,0.69,5,145,2,0,0,product_mng,MEDIUM
0,0.61,0.85,4,247,3,0,0,sales,HIGH
0,0.81,0.84,4,143,2,0,0,technical,MEDIUM
0,0.56,0.98,4,207,3,0,0,product_mng,MEDIUM
0,0.59,0.97,3,258,2,0,0,accounting,LOW
0,0.9,0.76,4,252,4,0,0,sales,MEDIUM
0,0.73,0.66,3,135,2,0,0,sales,MEDIUM
0,0.98,0.62,3,140,4,0,0,marketing,LOW
0,0.61,0.78,5,131,5,0,0,sales,LOW
0,0.71,0.63,5,224,3,1,0,sales,MEDIUM
0,0.54,0.68,3,158,3,0,0,sales,LOW
0,0.99,0.77,5,160,3,0,0,support,MEDIUM
0,0.23,0.71,5,169,5,0,0,RandD,MEDIUM
0,0.41,0.68,4,202,3,0,0,sales,MEDIUM
0,0.57,0.69,3,212,8,0,0,product_mng,LOW
0,0.49,0.95,2,181,4,1,0,IT,LOW
0,0.49,0.78,4,254,10,0,0,management,HIGH
0,0.54,0.6,4,141,3,0,0,marketing,LOW
0,0.56,0.92,5,222,4,0,0,support,MEDIUM
0,0.76,0.84,4,236,4,0,0,support,MEDIUM
0,0.92,0.64,4,259,2,0,0,sales,MEDIUM
0,0.77,0.75,3,170,7,0,0,sales,LOW
0,0.25,0.97,3,158,3,0,0,sales,LOW
0,0.91,0.66,4,139,3,0,0,technical,HIGH
0,0.97,0.51,4,241,4,0,0,hr,MEDIUM
0,0.63,0.8,3,205,2,0,0,sales,LOW
0,0.65,0.52,5,149,3,0,0,sales,LOW
0,0.97,0.54,5,185,2,0,0,sales,MEDIUM
1,0.38,0.53,2,157,3,0,0,sales,LOW
1,0.8,0.71,5,262,6,0,0,sales,MEDIUM
1,0.11,0.88,7,272,4,0,0,sales,MEDIUM
1,0.72,0.87,5,223,5,0,0,sales,LOW
1,0.37,0.52,2,159,3,0,0,sales,LOW
1,0.41,0.5,2,153,3,0,0,sales,LOW
1,0.1,0.77,6,247,4,0,0,sales,LOW
1,0.92,0.85,5,259,5,0,0,sales,LOW
1,0.89,1,5,224,5,0,0,sales,LOW
1,0.42,0.53,2,202,3,0,0,sales,LOW
1,0.45,0.54,2,135,3,0,0,sales,LOW
1,0.11,0.81,6,305,4,0,0,sales,LOW
1,0.84,0.92,4,234,5,0,0,sales,LOW
1,0.41,0.55,2,148,3,0,0,sales,LOW
1,0.36,0.72,2,202,3,0,0,sales,LOW
1,0.38,0.54,2,143,3,0,0,sales,LOW
1,0.45,0.72,2,160,3,0,0,sales,LOW
1,0.78,0.99,4,255,6,0,0,sales,LOW
1,0.45,0.51,2,160,3,1,1,sales,LOW
1,0.76,0.89,5,262,5,0,0,sales,LOW
1,0.11,0.83,6,282,4,0,0,sales,LOW
1,0.38,0.55,2,147,3,0,0,sales,LOW
1,0.09,0.95,6,304,4,0,0,sales,LOW
1,0.61,0.57,2,139,3,0,0,sales,LOW
1,0.4,0.53,2,158,3,0,0,sales,LOW
1,0.89,0.92,5,242,5,0,0,sales,LOW
1,0.82,0.87,4,239,5,0,0,sales,LOW
1,0.4,0.49,2,135,3,0,0,sales,LOW
1,0.41,0.46,2,128,3,0,0,accounting,LOW
1,0.38,0.5,2,202,3,0,0,accounting,LOW
1,0.09,0.62,6,294,4,0,0,accounting,LOW
1,0.45,0.57,2,134,3,0,0,hr,LOW
1,0.4,0.51,2,145,3,0,0,hr,LOW
1,0.45,0.55,2,140,3,0,0,hr,LOW
1,0.84,0.87,4,246,6,0,0,hr,LOW
1,0.1,0.94,6,255,4,0,0,technical,LOW
1,0.38,0.46,2,202,3,0,0,technical,LOW
1,0.45,0.5,2,126,3,0,0,technical,LOW
1,0.11,0.89,6,306,4,0,0,technical,LOW
1,0.41,0.54,2,202,3,0,0,technical,LOW
1,0.61,0.88,5,269,5,0,0,technical,LOW
1,0.45,0.48,2,158,3,0,0,technical,LOW
1,0.4,0.46,2,202,3,0,0,technical,LOW
1,0.1,0.8,7,281,4,0,0,technical,LOW
1,0.09,0.89,6,276,4,0,0,technical,LOW
1,0.84,0.74,3,182,4,0,0,technical,LOW
1,0.4,0.55,2,147,3,0,0,support,LOW
1,0.57,0.7,3,202,6,0,0,support,LOW
1,0.4,0.54,2,148,3,0,0,support,LOW
1,0.43,0.72,2,147,3,0,0,support,LOW
1,0.13,0.78,6,202,2,0,0,support,LOW
1,0.44,0.55,2,135,3,0,0,support,LOW
1,0.38,0.55,2,134,3,0,0,support,LOW
1,0.61,0.54,2,202,3,0,0,support,LOW
1,0.1,0.92,7,307,4,0,0,support,LOW
1,0.37,0.46,2,140,3,0,0,support,LOW
1,0.11,0.94,7,255,4,0,0,support,LOW
1,0.1,0.81,6,309,4,0,0,technical,LOW
1,0.38,0.54,2,128,3,0,0,technical,LOW
1,0.85,1,4,202,5,0,0,technical,LOW
1,0.85,0.91,5,226,5,0,0,management,MEDIUM
1,0.11,0.93,7,308,4,0,0,IT,MEDIUM
1,0.1,0.95,6,244,5,0,0,IT,MEDIUM
1,0.36,0.71,2,202,3,0,0,IT,MEDIUM
1,0.11,0.94,6,286,4,0,0,IT,MEDIUM
1,0.81,0.7,6,161,4,0,0,IT,MEDIUM
1,0.43,0.54,2,153,3,0,0,product_mng,MEDIUM
1,0.9,0.98,4,264,6,0,0,product_mng,MEDIUM
1,0.76,0.71,5,223,5,1,0,product_mng,MEDIUM
1,0.43,0.5,2,135,3,0,0,product_mng,MEDIUM
1,0.74,0.99,2,277,3,0,0,IT,MEDIUM
1,0.09,0.77,5,275,4,0,0,product_mng,MEDIUM
1,0.45,0.49,2,149,3,0,0,product_mng,HIGH
1,0.09,0.87,7,295,4,0,0,product_mng,LOW
1,0.11,0.97,6,277,4,0,0,product_mng,MEDIUM
1,0.11,0.79,7,306,4,0,0,product_mng,MEDIUM
1,0.1,0.83,6,295,4,0,0,product_mng,MEDIUM
1,0.4,0.54,2,202,3,0,0,marketing,MEDIUM
1,0.43,0.72,2,157,3,0,0,sales,LOW
1,0.61,0.72,2,202,3,0,0,accounting,LOW
1,0.45,0.54,2,140,3,0,0,support,LOW
1,0.38,0.49,2,151,3,0,0,technical,LOW
1,0.79,0.59,4,139,3,0,1,management,LOW
1,0.84,0.85,4,249,6,0,0,marketing,LOW
1,0.11,0.77,6,291,4,0,0,marketing,LOW
1,0.11,0.87,6,305,4,0,0,marketing,LOW
1,0.61,0.84,5,232,3,0,0,sales,LOW
1,0.44,0.45,2,202,3,0,0,sales,LOW
1,0.37,0.57,2,130,3,0,0,sales,LOW
1,0.1,0.79,6,291,4,0,0,sales,LOW
1,0.4,0.5,2,130,3,0,0,sales,LOW
1,0.89,1,5,246,5,0,0,sales,LOW
1,0.42,0.48,2,143,3,0,0,sales,LOW
1,0.61,0.55,2,129,3,0,0,sales,LOW
1,0.09,0.83,6,255,4,0,0,sales,LOW
1,0.37,0.51,2,155,3,0,0,sales,LOW
1,0.1,0.77,6,265,4,0,0,sales,LOW
1,0.1,0.84,6,279,4,0,0,sales,LOW
1,0.11,0.97,6,284,4,0,0,sales,LOW
1,0.9,1,5,221,6,0,0,sales,MEDIUM
1,0.38,0.52,2,154,3,0,0,sales,MEDIUM
1,0.36,0.52,2,147,3,0,0,sales,MEDIUM
1,0.42,0.46,2,150,3,0,0,sales,MEDIUM
1,0.09,0.94,7,267,4,0,0,sales,MEDIUM
1,0.43,0.52,2,158,3,0,0,sales,MEDIUM
1,0.61,0.46,7,224,5,0,0,accounting,MEDIUM
1,0.91,1,4,257,5,0,0,accounting,MEDIUM
1,0.44,0.5,2,148,3,0,0,accounting,MEDIUM
1,0.71,0.87,3,177,4,0,0,hr,MEDIUM
1,0.4,0.49,2,155,3,0,0,hr,MEDIUM
1,0.43,0.71,2,144,3,0,0,hr,MEDIUM
1,0.09,0.85,6,289,4,0,0,hr,HIGH
1,0.43,0.52,2,160,3,0,0,technical,LOW
1,0.9,0.96,4,258,5,0,0,technical,MEDIUM
1,0.84,1,5,234,5,0,0,technical,MEDIUM
1,0.37,0.48,2,202,3,0,0,technical,MEDIUM
1,0.61,0.68,5,263,2,0,0,technical,MEDIUM
1,0.11,0.84,6,251,4,0,0,technical,LOW
1,0.37,0.57,2,133,3,0,0,technical,LOW
1,0.4,0.46,2,202,3,0,0,technical,LOW
1,0.14,0.62,4,158,4,1,0,technical,LOW
1,0.4,0.46,2,135,3,0,0,technical,LOW
1,0.75,1,4,216,6,0,0,technical,LOW
1,0.11,0.84,6,300,5,1,0,support,LOW
1,0.61,0.49,2,138,3,0,0,support,LOW
1,0.11,0.92,6,202,4,0,0,support,LOW
1,0.38,0.49,2,202,3,0,0,support,LOW
1,0.7,0.89,3,183,5,0,0,support,LOW
1,0.09,0.82,6,250,4,0,0,support,LOW
1,0.37,0.45,2,151,3,0,0,support,LOW
1,0.1,0.83,6,292,4,0,0,support,LOW
1,0.38,0.57,2,140,3,0,0,support,LOW
1,0.9,1,5,221,5,0,0,support,LOW
1,0.44,0.51,2,138,3,0,0,support,LOW
1,0.36,0.5,2,202,3,0,0,technical,LOW
1,0.31,0.84,7,133,5,0,0,technical,LOW
1,0.1,0.84,6,283,4,1,0,technical,LOW
1,0.42,0.48,2,129,3,0,0,management,LOW
1,0.74,1,4,249,5,0,0,IT,LOW
1,0.73,0.87,5,257,5,0,0,IT,LOW
1,0.09,0.96,6,245,4,0,0,IT,LOW
1,0.45,0.53,2,155,3,0,0,IT,LOW
1,0.11,0.8,6,256,4,0,0,IT,LOW
1,0.37,0.72,2,202,3,0,0,product_mng,LOW
1,0.84,0.99,4,267,5,0,0,product_mng,LOW
1,0.41,0.46,2,151,3,0,0,product_mng,LOW
1,0.76,0.92,4,239,5,0,0,product_mng,LOW
1,0.11,0.87,6,306,4,0,0,IT,LOW
1,0.84,0.88,4,263,5,1,0,marketing,LOW
1,0.61,0.5,2,147,3,0,0,marketing,LOW
1,0.11,0.91,6,278,4,0,0,marketing,LOW
1,0.45,0.72,2,154,3,0,0,marketing,LOW
1,0.37,0.52,2,143,3,0,0,marketing,LOW
1,0.4,0.52,2,155,3,0,0,marketing,LOW
1,0.61,0.48,2,160,3,0,0,sales,LOW
1,0.11,0.8,6,304,4,0,0,accounting,LOW
1,0.83,1,5,240,5,0,0,support,LOW
1,0.11,0.92,6,305,4,0,0,technical,LOW
1,0.61,0.5,2,136,3,0,0,management,LOW
1,0.45,0.45,2,202,3,0,0,marketing,LOW
1,0.1,0.95,7,301,4,0,0,marketing,LOW
1,0.9,0.98,5,243,6,0,0,marketing,LOW
1,0.45,0.51,2,147,3,0,0,sales,LOW
1,0.79,0.89,5,239,5,0,0,sales,LOW
1,0.9,0.99,5,202,5,0,0,sales,LOW
1,0.11,0.84,7,296,4,0,0,sales,LOW
1,0.43,0.55,2,129,3,0,0,sales,LOW
1,0.31,0.54,5,202,5,0,0,sales,LOW
1,0.32,0.5,2,135,5,0,0,sales,LOW
1,0.45,0.57,2,158,3,0,0,sales,LOW
1,0.81,0.99,4,259,5,0,0,sales,LOW
1,0.41,0.46,2,160,3,0,1,sales,LOW
1,0.11,0.78,7,278,4,0,0,sales,LOW
1,0.1,0.88,6,284,4,0,0,sales,LOW
1,0.7,0.53,2,274,4,0,0,sales,LOW
1,0.54,0.74,4,164,2,0,0,sales,LOW
1,0.41,0.48,2,148,3,0,0,sales,LOW
1,0.38,0.5,2,140,3,0,0,sales,MEDIUM
1,0.37,0.51,2,202,3,0,0,sales,MEDIUM
1,0.11,0.85,6,308,5,0,0,sales,MEDIUM
1,0.4,0.71,2,146,3,0,0,sales,MEDIUM
1,0.1,0.84,6,261,4,0,0,accounting,MEDIUM
1,0.89,0.99,5,257,5,0,0,accounting,MEDIUM
1,0.11,0.8,6,285,4,0,0,accounting,MEDIUM
1,0.36,0.55,2,141,3,0,0,hr,MEDIUM
1,0.4,0.46,2,202,3,0,0,hr,MEDIUM
1,0.09,0.85,6,297,4,0,0,hr,MEDIUM
1,0.4,0.46,2,143,3,0,0,hr,MEDIUM
1,0.37,0.55,2,202,3,0,0,technical,MEDIUM
1,0.44,0.51,2,156,3,0,0,technical,HIGH
1,0.09,0.8,7,283,5,0,0,technical,LOW
1,0.92,0.87,4,226,6,1,0,technical,MEDIUM
1,0.74,0.91,4,232,5,0,0,technical,MEDIUM
1,0.09,0.82,6,249,4,0,0,technical,MEDIUM
1,0.89,0.95,4,275,5,0,0,technical,MEDIUM
1,0.09,0.8,6,304,4,0,0,technical,LOW
